bookID,title,authors,average_rating,isbn,language_code,ratings_count,price
763,Cien años de soledad,Gabriel García Márquez,4.06,307350428,spa,128,510
764,Del amor y otros demonios,Gabriel García Márquez,3.98,307350444,spa,3958,511
765,Living to Tell the Tale,Gabriel García Márquez-Edith Grossman,3.98,140003454X,eng,390,512
766,Memoria de mis putas tristes,Gabriel García Márquez,3.59,1400095808,spa,5065,513
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,375708111,eng,32578,514
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon-Thanissaro Bhikkhu,4.38,086171492X,eng,32,515
787,The Mini Rough Guide to London,Rob Humphreys-Beth Chaplin-Rebecca Morrill,3.75,184353584X,eng,1,516
792,London: City Guide (Lonely Planet City Guide),Lonely Planet-Sarah Johnstone-Tom Masters,4.03,1740598318,eng,38,517
793,Best of London (Lonely Planet Best Of),Lonely Planet-Sarah Johnstone-Steve Fallon,4.09,1740594770,eng,9,518
794,London,Lonely Planet-Steve Fallon-Pat Yale,4.03,186450353X,eng,7,519
797,Lonely Planet Londres,Lonely Planet-Sarah Johnstone-Tom Masters,4.03,8408064762,spa,0,520
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet-Mark Honan,0,1740592050,eng,0,521
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.87,618710531,eng,6560,522
816,Cryptonomicon,Neal Stephenson,4.25,60512806,eng,80225,523
820,Golgotha (Cryptonomicon  #3),Neal Stephenson,4.13,2228894699,fre,5,524
821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.11,2228894168,fre,5,525
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.25,60733357,en-US,18790,526
823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,60593083,eng,29981,527
824,The Cobweb,Neal Stephenson-J. Frederick George,3.61,553383442,eng,2391,528
825,Zodiac,Neal Stephenson,3.71,553573861,eng,14508,529
826,The Big U,Neal Stephenson,3.25,380816032,en-US,4545,530
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson,4.19,553380966,eng,68751,531
828,Interface,Neal Stephenson-George F. Jewsbury-Stephen  Bury,3.67,553383434,eng,4572,532
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,60833181,en-US,1505,533
830,Snow Crash,Neal Stephenson,4.03,553380958,eng,187493,534
831,Snow Crash,Neal Stephenson-Joachim Körber,4.03,344245302X,ger,194,535
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington-Bill Robertie,4.15,1880685353,eng,1413,536
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington-Bill Robertie,4.23,1880685337,eng,1855,537
840,The Design of Everyday Things,Donald A. Norman,4.19,465067107,eng,15854,538
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.94,465051367,eng,3536,539
842,The Psychology of Everyday Things,Donald A. Norman,4.19,465067093,eng,258,540
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones-Diane M. Hanson-Stephen K. Ray,4.26,898709199,en-GB,48,541
864,The Alchemist,Paulo Coelho-Alan R. Clarke-James Noel Smith,3.85,60887966,eng,814,542
865,The Alchemist,Paulo Coelho-Alan R. Clarke-Özdemir İnce,3.85,61122416,eng,1592632,543
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa-Akira Watanabe,4.57,142150460X,eng,8568,544
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa-Akira Watanabe,4.56,1591169259,eng,15748,545
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa-Akira Watanabe,4.57,1421504596,eng,9621,546
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa-Akira Watanabe,4.49,1591169208,eng,103978,547
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa-Akira Watanabe,4.55,1591169291,eng,9920,548
872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho-Alan R. Clarke-Mœbius,3.85,006019250X,en-US,236,549
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa-Akira Watanabe,4.52,1591169232,eng,14101,550
874,The Kite Runner,Khaled Hosseini,4.28,747588945,eng,1213,551
880,Pompeii,Robert   Harris,3.81,812974611,eng,25729,552
888,The Last Days of Pompeii,Edward Bulwer-Lytton-John Gregory Betancourt,3.59,158715739X,eng,1124,553
890,Of Mice and Men,John Steinbeck,3.86,142000671,eng,1654353,554
899,Of Mice and Men,John Steinbeck-Jim Taylor,3.86,582461464,eng,2088,555
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,60554738,en-US,19305,556
902,The Westing Game,Ellen Raskin,4.02,014240120X,eng,134362,557
903,The Egypt Game,Zilpha Keatley Snyder,3.82,808553038,eng,29160,558
929,Memoirs of a Geisha,Arthur Golden,4.1,1400096898,eng,211763,559
930,Memoirs of a Geisha,Arthur Golden,4.1,739326228,eng,1301305,560
931,Memoirs of a Geisha,Arthur Golden,4.1,99498189,en-US,2075,561
932,Memoirs of a Geisha: A Portrait of the Film,David        James-Peggy Mulloy-Rob Marshall-Arthur Golden,4.08,1557046832,eng,142,562
933,Memoirs of a Geisha,Arthur Golden,4.1,99771519,eng,3883,563
935,Geisha of Gion,Mineko Iwasaki-Rande Brown,3.93,074343059X,eng,1438,564
936,Memoirs Of A Geisha,Arthur Golden,4.1,7229577,eng,24,565
941,Love As A Foreign Language #5,J. Torres-Eric  Kim,3.44,1932664394,eng,9,566
944,Jungle Love,Margaret Johnson-Philip Prowse,3.37,521750849,eng,57,567
947,First Impressions,Nora Roberts,3.74,373510055,eng,31,568
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.71,802415318,eng,20,569
960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.88,1416524797,eng,2279854,570
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.88,849561877X,spa,197,571
966,Angeles & Demonios,Dan Brown-Raúl Amundaray,3.88,972859896,spa,65,572
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.82,307277674,eng,1588890,573
969,The Da Vinci Code,Dan Brown,3.82,076792603X,eng,1109,574
972,Da Vinci Code (Robert Langdon  #2),Dan Brown-Daniel Roche,3.82,2266144340,fre,347,575
975,Deception Point,Dan Brown,3.7,1416524800,eng,4864,576
976,Deception Point,Dan Brown,3.7,671027387,eng,511233,577
977,Deception Point,Dan Brown,3.7,552151769,eng,3213,578
980,Deception Point,Dan Brown,3.7,593055071,eng,60,579
981,حقيقة الخديعة,Dan Brown-دان براون-فايزة المنجد-محمد فداء الهاشمي,3.7,9953299072,ara,43,580
983,Deception Point,Dan Brown,3.7,1416524886,eng,87,581
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,eng,440,582
991,Eye of the Storm (Hudson  #3),V.C. Andrews,3.82,743409159,eng,36,583
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley-William D. Danko,4.02,671015206,eng,56189,584
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,eng,88437,585
1007,Think and Grow Rich,Napoleon Hill,4.18,1932429239,eng,44,586
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.57,977616657,eng,170,587
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,en-US,249,588
1032,Trump: The Art of the Deal,Donald J. Trump-Tony Schwartz,3.65,345479173,en-US,11727,589
1052,The Richest Man in Babylon,George S. Clason,4.25,451205367,eng,67697,590
1053,The Richest Man in Babylon,George S. Clason,4.25,1419349996,eng,78,591
1059,Shibumi,Trevanian-Gisela Stege,4.22,1400098033,eng,9001,592
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.6,226014908,eng,32,595
1077,Gap Creek,Robert Morgan,3.73,1565122429,eng,282,596
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,eng,195372,597
1083,The Good Earth,Pearl S. Buck,3.98,671823493,en-US,54,598
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.92,310258979,eng,26,599
1093,Purpose Driven Life,Rick Warren,3.92,310264138,en-US,20,600
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,eng,187311,601
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,eng,793,602
1103,Snow Flower and the Secret Fan,Lisa See,4.07,812968069,eng,296789,603
1110,The Broker,John Grisham,3.78,385340540,eng,70174,604
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.5,394720245,eng,9845,605
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.73,345480600,eng,27,606
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips-Michael D'Orso,3.73,60193395,en-US,3806,607
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke-Cindy Crawford,3.63,1579546013,en-US,398,608
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417,eng,788,609
1130,The Warren Buffett Way,Robert G. Hagstrom-Bill Miller-Kenneth L. Fisher,4.12,471743674,en-US,218,610
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles-Tom Osborne,4.05,471430455,eng,36,611
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky-John R. Perry,3.16,805431578,eng,25,612
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park-Denise Brunkus,3.98,679838864,en-US,10723,613
1169,Monkey Business,Sarah Mlynowski,3.66,373250711,eng,3250,614
1171,Liar's Poker,Michael   Lewis,4.15,140143459,eng,22710,615
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,802732291,eng,13,616
1191,Giada's Family Dinners,Giada De Laurentiis-Victoria Pearson,3.96,030723827X,eng,13866,617
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,eng,38550,618
1193,Everyday Pasta,Giada De Laurentiis-Victoria Pearson,4.09,307346587,eng,8719,619
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence-Petrina Tinslay,4.1,1400052386,eng,3586,620
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence-JoAnn Cianciulli-Bill Bettencourt-Bobby Flay,4.05,609609971,eng,1376,621
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence-Petrina Tinslay,3.92,1400052378,eng,270,622
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,61234001,eng,589427,623
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt-Stephen J. Dubner,3.96,8466625127,spa,185,624
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,61245135,en-US,94,625
1207,Freakonomics  - O Estranho Mundo da Economia,Steven D. Levitt-Stephen J. Dubner-Carlos Braga,3.96,9722334964,por,75,626
1217,Collapse,Jared Diamond,3.93,739455354,eng,19,627
1218,The Last Assassin (John Rain  #5),Barry Eisler,4.25,399153594,eng,179,628
1226,Life of Pi,Yann Martel,3.9,156030209,en-US,4242,629
1227,Vida de Pi,Yann Martel,3.9,8423335127,spa,52,630
1230,L'Histoire de Pi,Yann Martel-Nicole Martel-Emile Martel,3.9,828808392,fre,165,631
1232,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,4.26,143034901,eng,306069,632
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,140285970,eng,101,633
1239,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,316646660,eng,1,634
1241,A Million Little Pieces,James Frey,3.63,307276902,eng,195863,635
1242,A Million Little Pieces of Feces,Python Bonkers,3.55,1411677315,en-US,42,636
1243,A Million Little Lies,James Pinocchio-Pablo Fenjves,3.4,61171468,en-US,200,637
1246,The Leadership Challenge,James M. Kouzes-Barry Z. Posner,4.04,787968331,en-US,865,638
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.13,446394599,eng,5000,639
1255,Leadership in Organizations,Gary Yukl,3.68,131494848,en-GB,55,640
1259,Leadership Through the Ages: A Collection of Favorite Quotations,Rudolph W. Giuliani,3.95,1401359299,eng,14,641
1265,Leadership,Rudolph W. Giuliani,3.72,316861014,eng,1755,642
1274,Men Are from Mars  Women Are from Venus,John Gray,3.54,60574216,eng,126108,643
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.54,60192771,en-US,18,644
1277,Men are from Mars  Women are from Venus,John Gray,3.54,7152590,eng,1057,645
1280,Men Are From Mars  Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want,John Gray,3.54,722538448,en-GB,100,646
1281,Men Are from Mars  Women Are from Venus,John Gray,3.54,006123205X,eng,41,647
1290,How to Succeed with Women,Ron  Louis-David Copeland,3.77,735200300,en-US,80,648
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,553381679,eng,183361,649
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,517542021,eng,471,650
1297,The Clan of the Cave Bear  Part 1 of 2 (Earth's Children  #1),Jean M. Auel-Donada  Peters,4.43,736606378,eng,611,651
1298,The Clan of the Cave Bear  Part 2 of 2 (Earth's Children  #1),Jean M. Auel,4.56,5557075313,eng,0,652
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,393324818,eng,78308,653
1302,Juiced Official Strategy Guide,Doug Walsh,0,744005612,eng,0,654
1303,The 48 Laws of Power,Robert Greene-Joost Elffers,4.19,140280197,eng,52500,655
1305,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.41,055338368X,eng,20649,656
1306,Gates Of Fire,Steven Pressfield,4.41,553812165,en-US,316,657
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis-Tracy Hickman,4.06,553295411,eng,15900,658
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,812590104,en-US,143,659
1315,The Afghan Campaign,Steven Pressfield,3.96,038551641X,eng,2884,660
1317,Tides of War,Steven Pressfield,3.89,553381393,eng,3285,661
1318,Last of the Amazons,Steven Pressfield,3.75,553382047,eng,2083,662
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield-Robert McKee,4.02,446691437,eng,46883,663
1320,Gita on the Green,Stephen J. Rosen-Steven Pressfield,3.74,826413013,en-US,14,664
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo-Steven Pressfield,3.88,811701646,eng,79,665
1326,Phaedrus and Letters VII and VIII,Plato-Walter Hamilton,4.12,140442758,en-US,216,666
1327,Phaedrus,Plato-Robin Waterfield,3.91,192802771,eng,27,667
1328,Phaedrus,Plato-C.J. Rowe,3.91,140449744,eng,227,668
1330,Euthyphro. Apology. Crito. Phaedo. Phaedrus.,Plato-Harold North Fowler,4.36,674990404,mul,998,669
1331,Babrius and Phaedrus: Fables (Loeb Classical Library #436),Babrius-Phaedrus-Ben Edwin Perry,4.31,674994809,eng,16,670
1332,Parmenides/Philebus/Symposium/Phaedrus/Alcibiades 1-2/Hipparchus/Amatores (Platonis Opera  #2),Plato-John Burnet-Hipparchus,4.87,198145411,grc,15,671
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato-Benjamin Jowett,4.47,879756322,eng,14,672
1337,Enthusiasm and Divine Madness,Josef Pieper-Richard Winston-Clara Winston,4.48,189031823X,eng,25,673
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato-C.D.C. Reeve,4.05,872207889,eng,146,674
1342,Gorgias/Phaedrus (Agora),Plato-James H. Nichols Jr.,4.41,801435307,eng,15,675
1351,Statesman,Plato-C.J. Rowe,3.84,872204626,eng,25,676
1354,Gorgias,Plato-Walter Hamilton-Chris Emlyn-Jones,3.95,140449043,en-GB,7840,677
1356,Lysis/Symposium/Gorgias,Plato-W.R.M. Lamb,4.39,674991842,eng,426,678
1362,The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,140449086,eng,32923,679
1363,The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,140446389,eng,223,680
1364,The History (Great Minds),Herodotus-Henry Francis Cary,3.98,879757779,en-US,2,681
1365,The Histories,Herodotus-Carolyn Dewald-Robin Waterfield,3.98,192824252,eng,265,682
1366,The Histories,Herodotus-Aubrey de Sélincourt-Andrew Robert Burn,3.98,140440348,en-US,134,683
1367,The Histories,Herodotus-Jennifer Tolbert Roberts-Walter Blanco,3.98,393959465,en-US,38,684
1368,The Histories,Herodotus-Edward Henry Blakeney-George Rawlinson-Rosalind Thomas,3.98,375400613,en-US,125,685
1369,The History,Herodotus-Peter Grene,3.98,226327701,en-US,36,686
1371,The Iliad,Homer-Robert Fagles-Bernard Knox,3.85,140275363,eng,275201,687
1373,Iliad,Homer-Stanley Lombardo-Sheila Murnaghan,3.85,872203522,en-US,995,688
1374,The Iliad,Homer-Robert Fitzgerald-Andrew Ford,3.85,374529051,en-US,664,689
1375,The Iliad/The Odyssey,Homer-Robert Fagles-Bernard Knox,4.03,147712556,eng,53185,690
1376,The Iliad,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.85,140447946,eng,1844,691
1377,The Iliad,Homer-W.H.D. Rouse,3.85,451527372,en-US,151,692
1378,The Essential Iliad,Homer-Sheila Murnaghan-Stanley Lombardo,3.95,872205428,en-US,197,693
1381,The Odyssey,Homer-Robert Fagles-Bernard Knox,3.75,143039954,eng,730272,694
1382,The Odyssey,Homer-Robert Fitzgerald-D.S. Carne-Ross,3.75,374525749,eng,1650,695
1383,The Odyssey,Homer-Richmond Lattimore,3.75,60931957,eng,1100,696
1384,The Odyssey,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.75,140449116,eng,2405,697
1387,The Odyssey,Homer-W.H.D. Rouse,3.75,451527364,eng,252,698
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil-Barbara Weiden Boyd,4.34,086516584X,eng,65,699
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil-Henry Rushton Fairclough-G.P. Goold,4.31,067499583X,mul,368,700
1403,City Eclogue,Ed Roberson,4.14,1891190237,eng,66,701
1405,The Eclogues and The Georgics,Virgil-Cecil Day-Lewis,3.82,192837680,eng,237,702
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.9,155832125X,eng,52,703
1414,The Riverside Shakespeare,William Shakespeare-G. Blakemore Evans,4.55,395754909,eng,3702,704
1417,The Complete Pelican Shakespeare,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.59,141000589,eng,559,705
1419,The Complete Works,William Shakespeare,4.49,517092948,eng,62,706
1420,Hamlet,William Shakespeare-Harold Bloom-Rex Gibson,4.01,521618746,eng,577429,707
1421,The Oxford Shakespeare: The Complete Works,William Shakespeare-Stanley Wells-Gary Taylor,4.62,199267170,eng,488,708
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company-Jess Borgeson-Adam Long-Daniel Singer-Jess Winfield,4.46,1557831572,eng,7970,709
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho-Alan R. Clarke,3.65,006251279X,en-US,878,710
1425,The Valkyries,Paulo Coelho-Alan R. Clarke,3.31,62513346,en-US,696,711
1426,Warrior of the Light,Paulo Coelho,3.7,60527986,en-US,21578,712
1427,The Zahir,Paulo Coelho-Margaret Jull Costa,3.57,60832819,eng,56713,713
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho-Alan R. Clarke,3.57,61122092,eng,68403,714
